millis	xpos	ypos	sX	sY	dpX	dpY	red	green	blue	opacity	A1	A2	A3	A4	L1	R1	L2	R2	S1	S2	M1	M2	up	down	left	right	anlgX	anlgY	anlgU	anlgV	joy1_int	joy2_int
21379	906	226	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16078436	0.2313726	0.0	-0.10588235	-4	5
21412	780	779	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38823533	0.6	0.0	-0.2862745	-11	14
21445	756	325	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58431375	0.85882354	0.11372554	-0.6862745	-14	40
21480	476	709	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7411765	0.8980392	0.0	-0.7411765	-8	37
21512	863	467	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.827451	0.6	-0.17647058	-0.5764706	11	20
21545	103	520	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64705884	0.0	-0.24705881	-0.29411763	32	2
21579	246	283	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5921569	-0.12156862	-0.2862745	-0.10588235	35	-10
21617	1184	607	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5921569	-0.20784312	-0.2862745	0.0	40	-15
21645	526	58	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5921569	-0.31764704	-0.2862745	0.15294123	45	-22
21678	228	534	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5921569	-0.41176468	-0.19999999	0.33333337	50	-27
21711	586	450	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54509807	-0.56078434	0.0	0.49803925	55	-25
21744	364	102	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.427451	-0.6862745	0.0	0.58431375	55	-30
21779	459	349	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16078436	-0.79607844	0.3176471	0.75686276	47	-22
21812	174	189	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-0.8039216	0.54509807	0.81960785	40	-14
21845	577	607	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-0.7411765	0.6862745	0.81960785	37	-7
21883	376	203	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1607843	-0.52156866	0.9843137	0.7176471	18	13
21917	341	591	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.17647058	-0.3098039	1.0	0.56078434	6	21
21950	1165	582	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.23921567	-0.18431371	1.0	0.41176474	-3	29
21983	678	681	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36470586	-0.12941176	1.0	0.32549024	-12	33
22016	482	404	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49019605	-0.12156862	0.9843137	0.20784318	-19	38
22049	749	617	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5764706	-0.11372548	0.96862745	0.0	-24	48
22083	925	297	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6156863	0.0	0.96862745	0.0	-31	48
22116	360	304	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6156863	0.0	1.0	0.0	-31	50
22149	449	203	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4352941	0.0	0.96862745	-0.15294117	-22	56
22182	1095	221	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.19999999	0.0	0.96862745	-0.29411763	-10	63
22216	1151	0	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	1.0	-0.4588235	0	72
22249	100	0	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.9529412	-0.73333335	0	84
22282	1280	800	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.7019608	-0.8117647	0	75
22315	793	192	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.5137255	-0.827451	0	67
22348	128	301	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18431377	0.0	0.28627455	-0.6862745	9	48
22382	1280	89	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4039216	0.0	0.0	-0.41176468	20	20
22415	1169	232	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.654902	0.0	0.0	-0.27058822	32	13
22448	932	748	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88235295	0.0	-0.21568626	-0.16862744	44	-3
22482	652	0	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	-0.26274508	-0.15294117	50	-6
22515	1280	250	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-0.12156862	-0.3098039	-0.14509803	56	-9
22548	1110	0	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-0.14509803	-0.34117645	-0.14509803	57	-10
22581	475	622	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-0.16862744	-0.38823527	-0.12941176	58	-13
22615	179	512	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-0.16862744	-0.45098037	-0.12941176	58	-17
22648	883	396	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-0.16862744	-0.4980392	-0.12941176	58	-19
22683	643	554	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-0.16862744	-0.54509807	-0.15294117	58	-20
22715	1280	480	113	315	391	295	187	236	207	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-0.16862744	-0.6	-0.17647058	58	-22
